연번,구인등록일,모집기간,사업장명,모집직종,고용형태,임금형태,임금,근무지,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,등록일,연락처
396,2020-10-19,2020-10-19 ~ 2020-12-18,심청이노인복지센터,재가 요양보호사,상용직,시급,"8,590",,무관,무관,무관,,    ,경상남도 진주시 진양호로185번길 10 202호 (평거동),개인,경남지사,2020-10-19,1588-1519
397,2020-10-19,2020-10-19 ~ 2020-10-30,(주)바른종합관리,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",계약직,시급,"8,590",,무관,0년개월,무관,,    ,경상남도 양산시 물금읍 백호로 76 인정에코타운 405호,중소,경남지사,2020-10-19,1588-1519
398,2020-10-19,2020-10-19 ~ 2020-12-31,사)한국척수장애인협회 제주특별자치도협회,장애인 생활지도원(장애인활동보조원 포함),상용직,시급,"8,590",,무관,0년개월,무관,,    ,제주특별자치도 제주시 광양4길 32 탐라장애인종합복지관 지하 1층 (이도일동),중소,제주지사,2020-10-19,1588-1519
399,2020-10-19,2020-10-19 ~ 2020-11-02,사단법인 창업진흥원,사무 보조원(공공기관),계약직,월급,"1,900,000",,무관,무관,무관,,    ,대전광역시 서구 한밭대로 797 캐피탈타워 5층 창업진흥원 (둔산동),중소,대전지역본부,2020-10-19,1588-1519
400,2020-10-19,2020-10-19 ~ 2020-10-19,(주)플라워즈,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,월급,"2,500,000",,무관,무관,무관,,    ,경기도 부천시 삼작로163번길 27 2층 (주)플라워즈 (내동),중소,경기지역본부,2020-10-19,1588-1519
401,2020-10-19,2020-10-19 ~ 2020-10-30,한국과학기술연구원,사무 보조원(공공기관),계약직,월급,"1,250,000",,무관,무관,무관,,    ,서울특별시 성북구 화랑로14길 5 한국과학기술연구원 (하월곡동),중소,강원지사,2020-10-19,1588-1519
402,2020-10-19,2020-10-19 ~ 2020-10-30,한국과학기술연구원,환경 미화원,계약직,월급,"1,250,000",,무관,무관,무관,,    ,서울특별시 성북구 화랑로14길 5 한국과학기술연구원 (하월곡동),중소,강원지사,2020-10-19,1588-1519
403,2020-10-19,2020-10-19 ~ 2020-11-20,도로교통공단,사무 보조원(공공기관),계약직,월급,"1,795,400",,무관,무관,무관,,    ,강원도 원주시 혁신로 2 도로교통공단 (반곡동),"공사,공공",강원지사,2020-10-19,1588-1519
404,2020-10-19,2020-10-19 ~ 2020-11-22,(주)태성주택관리,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,"1,800,000",,무관,무관,무관,,    ,강원도 원주시 천매봉길 19  (단구동),중소,강원지사,2020-10-22,1588-1519
405,2020-10-19,2020-10-19 ~ 2020-10-26,강원대학교삼척캠퍼스,교육·훈련 사무원,계약직,월급,"2,000,000",,무관,무관,무관,,정보처리기능사  컴퓨터활용능력2급  ,강원도 삼척시 중앙로 346 강원대학교 삼척캠퍼스 (교동),중소,강원지사,2020-10-19,1588-1519
406,2020-10-19,2020-10-19 ~ 2020-10-19,(주)엔셀,식품 분야 단순 종사원,상용직,월급,"2,100,000",,무관,0년개월,고졸,,    ,충청북도 음성군 원남면 상노길 274 (주)엔셀,중소,충북지사,2020-10-19,1588-1519
407,2020-10-19,2020-10-19 ~ 2020-11-02,(주)내일식품,식품 분야 단순 종사원,상용직,월급,"1,800,000",,신입,0년개월,무관,,    ,충청북도 음성군 원남면 원남산단로 80 (상노리 740-1),중소,충북지사,2020-10-19,1588-1519
408,2020-10-19,2020-10-19 ~ 2020-10-27,한국교통안전공단,사무 보조원(공공기관),계약직,월급,"1,900,000",,무관,무관,무관,,    ,강원도 춘천시 동내면 춘천순환로 70 만호빌딩 3층,중소,서울남부지사,2020-10-19,1588-1519
409,2020-10-19,2020-10-19 ~ 2020-12-31,영도병원,기타 보건·의료 서비스 종사원,상용직,시급,"8,590",,무관,무관,무관,,    ,부산광역시 영도구 태종로 85 영도병원 (대교동2가),중소,부산지역본부,2020-10-20,1588-1519
410,2020-10-19,2020-10-19 ~ 2020-12-31,(주)신화아이푸드긴자해운대마린시티점,주방 보조원(일반 음식점),상용직,시급,"8,590",,무관,0년개월,무관,,    ,"부산광역시 해운대구 마린시티2로 38 (우동, 해운대아이파크) 해운대 긴자",중소,부산지역본부,2020-10-20,1588-1519
411,2020-10-19,2020-10-19 ~ 2020-11-30,에프앤유신용정보주식회사,사무 보조원(일반사업체),계약직,월급,"2,050,000",,무관,무관,무관,,    ,서울특별시 마포구 마포대로 144 (공덕동) 7층 마포T타운,중소,대구지역본부,2020-10-23,1588-1519
412,2020-10-19,2020-10-19 ~ 2020-11-30,대구남구건강가정다문화가족지원센터,사서,계약직,시급,"8,590",,무관,무관,무관,,    ,대구광역시 남구 이천로 10 (봉덕동),"공사,공공",대구지역본부,2020-10-19,1588-1519
413,2020-10-19,2020-10-19 ~ 2020-11-30,남산제빵소,매장 정리원(매장 보조원),시간제,시급,"8,590",,무관,0년개월,무관,,    ,대구광역시 중구 달구벌대로414길 20 B동 지상1층(남산동),중소,대구지역본부,2020-10-23,1588-1519
414,2020-10-19,2020-10-19 ~ 2020-10-30,주식회사 한양기업,세탁원(다림질원),상용직,시급,"8,590",,무관,무관,무관,,    ,경기도 부천시 옥산로220번길 9 (도당동),중소,인천지사,2020-10-19,1588-1519
415,2020-10-19,2020-10-19 ~ 2020-11-11,(주)신화푸드,주방 보조원(일반 음식점),상용직,시급,"8,590",,무관,무관,무관,,    ,인천광역시 연수구 능허대로 16 (옥련동),대기업,인천지사,2020-10-19,1588-1519
416,2020-10-19,2020-10-19 ~ 2020-10-30,이스코사회적협동조합,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,"1,000,000",,무관,무관,무관,,    ,인천광역시 연수구 솔밭로 45 1층 101호,중소,인천지사,2020-10-19,1588-1519
417,2020-10-19,2020-10-19 ~ 2020-12-18,조선대학교 부속고등학교,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,시급,"8,590",,무관,0년개월,무관,,    ,광주광역시 동구 의재로33번길 33 (학동),"공사,공공",광주지역본부,2020-10-19,1588-1519
418,2020-10-19,2020-10-19 ~ 2020-11-13,숭의고등학교,환경 미화원,시간제,시급,"8,590",,무관,무관,무관,,    ,광주광역시 남구 방림동 50-3,"협회,단체",광주지역본부,2020-10-19,1588-1519
419,2020-10-19,2020-10-19 ~ 2020-10-30,(주)현대그린푸드 나전점,단체 급식 보조원,상용직,시급,"8,590",,무관,0년개월,무관,,    ,광주광역시 광산구 평동산단로 239-20 (옥동),대기업,광주지역본부,2020-10-19,1588-1519
420,2020-10-19,2020-10-19 ~ 2020-10-21,밝은마음의료재단유성한가족요양병원,주방 보조원(일반 음식점),상용직,연봉,"23,300,000",,무관,무관,무관,,    ,대전광역시 유성구 온천동로 43  (봉명동),중소,대전지역본부,2020-10-19,1588-1519
421,2020-10-19,2020-10-19 ~ 2020-10-23,(사)울산장애인총연합회,"컴퓨터 기초 강사(OA, 워드, 엑셀, 컴퓨터활용능력 등)",계약직,시급,"30,000",,무관,무관,무관,,    ,울산광역시 중구 해오름18길 7 울산광역시장애인총연합회,중소,울산지사,2020-10-19,1588-1519
422,2020-10-19,2020-10-19 ~ 2020-11-13,(주)맑은기업,배송·납품 운전원(납품영업 포함),상용직,시급,"8,590",,무관,0년개월,무관,,    ,경상북도 경주시 외동읍 석계산업단지길 66-102 (주)맑은기업,중소,울산지사,2020-10-19,1588-1519
423,2020-10-19,2020-10-19 ~ 2020-11-13,(주)선미산업,사무 보조원(일반사업체),상용직,시급,"8,590",,무관,0년개월,무관,,    ,울산광역시 동구 방어진순환도로 1000 (전하동),중소,울산지사,2020-10-19,1588-1519
424,2020-10-19,2020-10-19 ~ 2020-11-27,주식회사 코페아,음료 조리사(바리스타 포함),상용직,시급,"8,590",,무관,무관,무관,,    ,부산광역시 금정구 부산대학로63번길 2 기계관 3층 카페엠 (장전동),중소,울산지사,2020-10-19,1588-1519
425,2020-10-19,2020-10-19 ~ 2020-10-30,노원을지대학교병원,기타 보건·의료 서비스 종사원,계약직,시급,"8,590",,무관,무관,무관,,    ,서울특별시 노원구 한글비석로 68 (하계동) 총무과,대기업,서울지역본부,2020-10-23,1588-1519
426,2020-10-19,2020-10-19 ~ 2020-10-30,(주)대림엔터프라이즈,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",시간제,시급,"8,590",,무관,0년개월,무관,,    ,서울특별시 성북구 서경로 10 2층(정릉동),중소,서울지역본부,2020-10-23,1588-1519
427,2020-10-19,2020-10-19 ~ 2020-10-30,(주)브로디언,사무 보조원(일반사업체),계약직,시급,"8,590",,무관,0년개월,무관,,    ,서울특별시 서초구 동광로3길 40 2층 202호(방배동),개인,서울지역본부,2020-10-23,1588-1519
428,2020-10-19,2020-10-19 ~ 2020-10-30,행복두드리미 주식회사,네일 아티스트(손톱 관리사),상용직,월급,"1,545,000",,무관,무관,무관,,    ,서울특별시 영등포구 선유동2로 57 이레빌딩 14층 ,중소,서울남부지사,2020-10-19,1588-1519
429,2020-10-19,2020-10-19 ~ 2020-10-30,홈앤서비스 주식회사,통신·인터넷 케이블 설치·수리원,상용직,월급,"2,100,000",,무관,0년개월,무관,,    ,서울특별시 중구 퇴계로 10 메트로타워 16층  (남대문로5가),대기업,서울남부지사,2020-10-19,1588-1519
430,2020-10-19,2020-10-19 ~ 2020-10-30,빛가람장애인시설,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,"8,590",,무관,무관,무관,,    ,서울특별시 은평구 대서문길 36 B동 지층 (진관동),"협회,단체",서울동부지사,2020-10-19,1588-1519
431,2020-10-19,2020-10-19 ~ 2020-10-23,쿠팡 주식회사,모니터 요원,계약직,월급,"1,000,000",,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 타워730 (신천동),중소,서울동부지사,2020-10-19,1588-1519
432,2020-10-19,2020-10-19 ~ 2020-11-30,쿠팡 주식회사,승합차 운전원,계약직,월급,"1,000,000",,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 타워730 (신천동),중소,서울동부지사,2020-10-19,1588-1519
433,2020-10-19,2020-10-19 ~ 2020-11-30,쿠팡 주식회사,승합차 운전원,계약직,월급,"1,000,000",,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 타워730 (신천동),중소,서울동부지사,2020-10-19,1588-1519
434,2020-10-19,2020-10-19 ~ 2020-11-30,쿠팡 주식회사,승합차 운전원,계약직,월급,"1,000,000",,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 타워730 (신천동),중소,서울동부지사,2020-10-19,1588-1519
435,2020-10-19,2020-10-19 ~ 2020-10-25,(주)미쓰봉플라워,경리 사무원(일반사업체),상용직,시급,"10,000",,경력,0년개월,무관,,    ,서울특별시 서초구 강남대로 27 화훼공판장(양재동),중소,서울동부지사,2020-10-19,1588-1519
436,2020-10-19,2020-10-29 ~ 2020-11-30,아이갓에브리띵(한들문화센터점) ,음료 조리사(바리스타 포함),시간제,시급,"8,590",,무관,0년개월,무관,,    ,충청남도 천안시 서북구 음봉로 861-50 (백석동) 한들문화센터,개인,충남지사,2020-10-29,1588-1519
437,2020-10-19,2020-10-26 ~ 2020-11-06,목포시의료원,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,"2,000,000",,신입,무관,무관,,    ,전라남도 목포시 이로로 18  (용해동),중소,전남지사,2020-10-19,1588-1519
438,2020-10-19,2020-10-19 ~ 2020-11-30,목포한국병원,데스크 안내원,계약직,시급,"8,590",,무관,무관,무관,,    ,전라남도 목포시 영산로 483 (상동 149-2),개인,전남지사,2020-10-19,1588-1519
439,2020-10-19,2020-10-19 ~ 2020-12-18,다미설,육류 가공기계 조작원,상용직,시급,"8,590",,무관,무관,무관,,    ,전라남도 광양시 광양읍 예구7길 18 다미설,개인,전남지사,2020-10-19,1588-1519
440,2020-10-19,2020-10-19 ~ 2020-11-18,주식회사 원익큐엔씨,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,"8,590",,무관,무관,무관,,    ,경상북도 구미시 옥계2공단로 117 (구포동),중소,경북지사,2020-10-21,1588-1519
441,2020-10-19,2020-10-19 ~ 2020-11-18,이노위드(주) 구미2공장,음식료품 판매원,계약직,시급,"8,590",,무관,무관,무관,,    ,경상북도 구미시 옥계2공단로 221 (구포동) LG이노텍(주) 구미2공장,중소,경북지사,2020-10-23,1588-1519
442,2020-10-19,2020-10-19 ~ 2020-11-13,YM테크,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,"8,590",,무관,0년개월,무관,,    ,경상북도 안동시 경북대로 8176 (수상동),개인,경북지사,2020-10-21,1588-1519
443,2020-10-19,2020-10-19 ~ 2020-10-31,의료법인평화의료재단,콜센터 상담원(콜센터·고객센터·CS센터),상용직,연봉,"25,000,000",,무관,0년개월,무관,,    ,"전라북도 정읍시 충정로 344-5 (연지동), 전라병원",중소,전북지사,2020-10-19,1588-1519
444,2020-10-16,2020-10-16 ~ 2020-10-19,(유)사랑주택관리,아파트·빌라 경비원,상용직,월급,"2,000,000",,무관,무관,무관,,    ,전라북도 전주시 완산구 유연로 319  (서신동),중소,전북지사,2020-10-16,1588-1519
445,2020-10-16,2020-10-16 ~ 2020-10-23,청머루미트앤팜,환경 미화원,상용직,시급,"8,590",,무관,0년개월,무관,,    ,경상북도 경주시 윗동천2길 13 (동천동),개인,경북지사,2020-10-16,1588-1519
446,2020-10-16,2020-10-16 ~ 2020-12-31,주식회사 햇빛둥지,음료 조리사(바리스타 포함),상용직,시급,"8,590",,무관,0년개월,무관,,    ,제주특별자치도 제주시 한북로 272 (오등동),개인,제주지사,2020-10-16,1588-1519
447,2020-10-16,2020-10-16 ~ 2020-10-31,비오케이컬쳐주식회사,제과·제빵원,시간제,시급,"8,590",,무관,0년개월,무관,,    ,세종특별자치시 국책연구원3로 12 (반곡동)4층,중소,대전지역본부,2020-10-16,1588-1519
448,2020-10-16,2020-10-16 ~ 2020-11-20,(협)태백청년기업컬쳐랜드,"기타 판매 단순 종사원(전단지배포, 벽보원, 물품 보관원)",상용직,시급,"8,590",,무관,0년개월,무관,,    ,강원도 태백시 소도길 9-11 태백체험공원 현장학습관 (소도동),중소,강원지사,2020-10-19,1588-1519
449,2020-10-16,2020-10-16 ~ 2020-10-19,대전지방고용노동청청주지청,통계 사무원,계약직,월급,"1,900,000",,무관,무관,무관,,    ,충청북도 청주시 서원구 1순환로 1047 1047 6층 (분평동),중소,충북지사,2020-10-16,1588-1519
450,2020-10-16,2020-10-16 ~ 2020-11-30,WELCO,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,"8,590",,무관,0년개월,무관,,    ,"충청북도 충주시 동량면 대전조돈길 301 (조동리, 웰코)",중소,충북지사,2020-10-19,1588-1519
451,2020-10-16,2020-10-16 ~ 2020-11-30,롯데하이마트(주),환경 미화원,계약직,시급,"8,590",,무관,무관,무관,,    ,서울특별시 강남구 삼성로 155  (대치동),중소,충북지사,2020-10-16,1588-1519
452,2020-10-16,2020-10-16 ~ 2020-10-20,행복모아 주식회사,세탁원(다림질원),상용직,월급,"1,100,000",,무관,무관,무관,,    ,충청북도 청주시 흥덕구 2순환로742번길 40 청주테크노폴리스 일반산업단지 에프 6-2 (화계동),중소,충북지사,2020-10-16,1588-1519
453,2020-10-16,2020-10-16 ~ 2020-12-31,(주)세스코,창고 관리원(자재 검수원 포함),상용직,연봉,"14,600,000",,무관,0년개월,무관,,    ,인천광역시 연수구 먼우금로 245 568-9 (연수동),중소,인천지사,2020-10-16,1588-1519
454,2020-10-16,2020-10-16 ~ 2020-11-30,삼일산업(주),"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",계약직,시급,"9,000",,무관,0년개월,무관,,    ,인천광역시 남동구 남동대로 310 (논현동),중소,인천지사,2020-10-16,1588-1519
455,2020-10-16,2020-10-16 ~ 2020-11-30,주식회사 갑진,주차 관리·안내원,계약직,월급,"1,830,000",,무관,무관,무관,,    ,"서울특별시 구로구 중앙로6길 5-15 202호 (고척동,청구아파트)",중소,인천지사,2020-10-16,1588-1519
456,2020-10-16,2020-10-16 ~ 2020-11-20,성안테크윈(주),"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",계약직,시급,"8,590",,무관,무관,무관,,    ,광주광역시 광산구 하남산단5번로 26 (장덕동) (장덕동),중소,광주지역본부,2020-10-16,1588-1519
457,2020-10-16,2020-10-16 ~ 2020-10-21,근로복지공단 대전병원,사무 보조원(공공기관),계약직,월급,"1,032,000",,무관,0년개월,무관,,    ,대전광역시 대덕구 계족로 637 (법동),"공사,공공",대전지역본부,2020-10-16,1588-1519
458,2020-10-16,2020-10-16 ~ 2020-10-31,대전광역시장애인체육회,스포츠 감독 및 코치,시간제,시급,"8,590",,무관,0년개월,무관,체육,    ,"대전광역시 유성구 덕명로56번길 85 (덕명동), 대전광역시장애인체육센터 2층","공사,공공",대전지역본부,2020-10-16,1588-1519
459,2020-10-16,2020-10-16 ~ 2020-12-18,(주)동남정밀,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,"8,590",,무관,무관,무관,,    ,울산광역시 울주군 온산읍 석당길 53 .,중소,울산지사,2020-10-16,1588-1519
460,2020-10-16,2020-10-16 ~ 2020-11-07,(주)울산메모리얼파크,사무 보조원(일반사업체),상용직,시급,"8,590",,무관,0년개월,무관,,    ,울산광역시 남구 문수로217번길 34 (옥동) (주)울산메모리얼파크,중소,울산지사,2020-10-16,1588-1519
461,2020-10-16,2020-10-16 ~ 2020-10-30,심청이노인복지센터,전산자료 입력원(DB·단순자료),시간제,시급,"8,590",,무관,무관,무관,,    ,경상남도 진주시 진양호로185번길 10 202호 (평거동),개인,부산직업능력개발원,2020-10-16,1588-1519
462,2020-10-16,2020-10-16 ~ 2020-11-30,현대해상화재보험(주),사무 보조원(일반사업체),계약직,시급,"8,590",,무관,무관,무관,,    ,서울특별시 종로구 세종대로 163 현대해상빌딩,중소,서울지역본부,2020-10-23,1588-1519
463,2020-10-16,2020-10-16 ~ 2020-10-30,롯데카드(주),사무 보조원(일반사업체),계약직,월급,"1,140,000",,무관,무관,무관,,    ,서울특별시 중구 소월로 3  (남창동),중소,서울지역본부,2020-10-22,1588-1519
464,2020-10-16,2020-10-16 ~ 2020-11-30,(주)한국케이블텔레콤,사무 보조원(일반사업체),계약직,시급,"8,590",,무관,0년개월,무관,,    ,서울특별시 중구 동호로 310 (장충동2가),중소,서울지역본부,2020-10-23,1588-1519
465,2020-10-16,2020-10-16 ~ 2020-10-30,(사)한국나눔복지연합회,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",계약직,시급,"8,590",,무관,무관,무관,,    ,서울특별시 중구 창경궁로1길 8 1.2층(충무로4가) (충무로4가),중소,서울지역본부,2020-10-23,1588-1519
466,2020-10-16,2020-10-16 ~ 2020-10-30,늘품장애인보호인보호작업장 솔트,제과·제빵원,계약직,시급,"8,590",,무관,0년개월,무관,,    ,"서울특별시 서대문구 통일로 510 (홍은동, 북한산 더샵) 상가동지2층 109호","협회,단체",서울지역본부,2020-10-23,1588-1519
467,2020-10-16,2020-10-16 ~ 2020-10-23,(주)동성엔지니어링,데스크 안내원,계약직,월급,"2,000,000",,무관,0년개월,무관,,    ,경상북도 경산시 성암로21길 39 (옥산동),중소,서울동부지사,2020-10-16,1588-1519
468,2020-10-16,2020-10-16 ~ 2020-10-23,(주)동성엔지니어링,환경 미화원,계약직,월급,"1,200,000",,무관,0년개월,무관,,    ,경상북도 경산시 성암로21길 39 (옥산동),중소,서울동부지사,2020-10-16,1588-1519
469,2020-10-16,2020-10-16 ~ 2020-11-30,(주)우신푸드,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",계약직,시급,"8,590",,무관,0년개월,무관,,    ,"경기도 용인시 기흥구 관곡로77번길 3-12 201-1호(구갈동,구갈중앙프라자)  (구갈동)",중소,경기동부지사,2020-10-23,1588-1519
470,2020-10-16,2020-10-16 ~ 2020-12-31,(합) 대한상사 해피크린,세탁원(다림질원),시간제,시급,"8,590",,무관,무관,무관,,    ,충청남도 서산시 남부순환로 576 (양대동),중소,충남지사,2020-10-16,1588-1519
471,2020-10-16,2020-10-16 ~ 2020-11-30,두레주식회사,기타 보건·의료 서비스 종사원,시간제,시급,"8,590",,무관,0년개월,무관,,    ,충청남도 아산시 문화로 381 (모종동) (모종동) 9층,중소,충남지사,2020-10-16,1588-1519
472,2020-10-16,2020-10-16 ~ 2020-11-30,언덕위커피나무,음료 조리사(바리스타 포함),계약직,시급,"8,590",,무관,0년개월,무관,,    ,충청남도 천안시 서북구 불당25로 138 (불당동),개인,충남지사,2020-10-16,1588-1519
473,2020-10-16,2020-10-16 ~ 2020-12-15,(주)광양주조공사,음료 제조기계 조작원,계약직,시급,"8,590",,무관,무관,무관,,    ,전라남도 광양시 광양읍 예구8길 13-4 .,중소,전남지사,2020-10-16,1588-1519
474,2020-10-16,2020-10-16 ~ 2020-10-23,(주)포스코엠텍,환경 미화원,상용직,시급,"8,590",,무관,무관,무관,,    ,경상북도 포항시 남구 형산강북로 131 포스코엠텍 (효자동),중소,경북지사,2020-10-16,1588-1519
475,2020-10-16,2020-10-16 ~ 2020-10-23,참조은요양병원,요양병원 간호조무사,상용직,시급,"8,590",,무관,0년개월,무관,,    ,경상북도 구미시 송정대로 11 (송정동),중소,경북지사,2020-10-16,1588-1519
476,2020-10-16,2020-10-16 ~ 2020-10-19,사단법인 5.18 민주화운동부상자회공동사업본부,의복·직물 검사 등 기타 섬유·가죽 기능원,상용직,월급,"1,795,310",,무관,0년개월,무관,,    ,"전라북도 전주시 덕진구 장재안길 10 (우아동3가),","협회,단체",전북지사,2020-10-16,1588-1519
477,2020-10-15,2020-10-15 ~ 2020-11-30,잇쇼우안,주방 보조원(일반 음식점),상용직,시급,"8,590",,무관,0년개월,무관,,    ,전라남도 목포시 평화로 105 (상동) 잇쇼우안,개인,전남지사,2020-10-15,1588-1519
478,2020-10-15,2020-10-15 ~ 2020-12-31,주식회사 다울시스템,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,"8,590",,무관,무관,무관,,    ,경기도 하남시 하남대로801번길 25 1층(신장동) (신장동),중소,충북지사,2020-10-15,1588-1519
479,2020-10-15,2020-10-15 ~ 2020-10-16,(주)지이오하우스,환경 미화원,상용직,월급,"1,600,000",,무관,무관,무관,,    ,광주광역시 서구 죽봉대로 7 180-2 (화정동),중소,전북지사,2020-10-15,1588-1519
480,2020-10-15,2020-10-15 ~ 2020-11-30,풀마트,상품 진열원,상용직,시급,"8,590",,무관,0년개월,무관,,    ,경상남도 사천시 용현면 평송길 14 (송지리),개인,경남지사,2020-10-15,1588-1519
481,2020-10-15,2020-10-15 ~ 2020-12-31,주식회사 대승엔엔에스 제주지점,직업 운동선수,계약직,연봉,"23,000,000",,무관,0년개월,고졸,,    ,제주특별자치도 제주시 서광로29길 26 1층(이도일동),중소,제주지사,2020-10-15,1588-1519
482,2020-10-15,2020-10-15 ~ 2020-12-31,홈앤서비스 주식회사,고객 상담원(인터넷·통신),상용직,월급,"2,240,000",,무관,0년개월,무관,,    ,서울특별시 중구 퇴계로 10 메트로타워 16층  (남대문로5가),대기업,대전지역본부,2020-10-15,1588-1519
483,2020-10-15,2020-10-15 ~ 2020-10-31,(사)성원근로장애인협회 드림사업단,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,"8,590",,무관,무관,무관,,    ,세종특별자치시 장군면 풍덕골길 21-13 .,"협회,단체",대전지역본부,2020-10-15,1588-1519
484,2020-10-15,2020-10-15 ~ 2020-10-22,SK트리켐(주),사무 보조원(일반사업체),계약직,연봉,"16,800,000",,무관,무관,고졸,,    ,세종특별자치시  연동면 명학산단로 110-5 692,중소,대전지역본부,2020-10-15,1588-1519
485,2020-10-15,2020-10-15 ~ 2020-10-31,공주돌봄사회서비스센터,사무 보조원(일반사업체),상용직,월급,"1,795,310",,무관,0년개월,무관,,    ,충청남도 공주시 무령로 259 (산성동) 2층,개인,대전지역본부,2020-10-15,1588-1519
486,2020-10-15,2020-10-15 ~ 2020-10-19,주식회사 그레닉스,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,월급,"1,800,000",,무관,0년개월,무관,,    ,서울특별시 강남구 강남대로94길 10 (역삼동) K스퀘어빌딩 13층,중소,경기지역본부,2020-10-19,1588-1519
487,2020-10-15,2020-10-22 ~ 2020-10-22,(주)엔아이씨,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,연봉,"28,000,000",,무관,0년개월,무관,,    ,경기도 화성시 향남읍 동오4길 36-8 1동,중소,경기지역본부,2020-10-22,1588-1519
488,2020-10-15,2020-10-15 ~ 2020-11-13,원주시장애인종합복지관,사무 보조원(일반사업체),계약직,시급,"8,590",,무관,무관,고졸,가족·사회·복지학,    ,강원도 원주시 동부순환로 9-8 원주시장애인종합복지관 (단구동),중소,강원지사,2020-10-15,1588-1519
489,2020-10-15,2020-10-15 ~ 2020-10-23,원주청원학교 카페모두3호점,음료 조리사(바리스타 포함),계약직,시급,"8,590",,무관,무관,무관,,    ,강원도 원주시 북원로 2312 (단계동),개인,강원지사,2020-10-15,1588-1519
490,2020-10-15,2020-10-15 ~ 2020-10-15,(주)에이스침대중부공장,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,"1,934,833",,무관,0년개월,무관,,    ,충청북도 음성군 삼성면 상곡로 55-35 (삼성면 상곡리),중소,충북지사,2020-10-15,1588-1519
491,2020-10-15,2020-10-15 ~ 2020-10-22,주식회사 그린누리,판매 관리자(소규모 판매점장 제외),상용직,월급,"2,300,000",,무관,무관,무관,,    ,울산광역시 울주군 덕망로 275 LG하우시스 울산공장내 (),중소,충북지사,2020-10-15,1588-1519
492,2020-10-15,2020-10-15 ~ 2020-10-30,기신정기주식회사,CNC 선반 조작원(NC 선반 조작원),상용직,연봉,"35,000,000",,무관,무관,무관,,    ,인천광역시 남동구 은봉로 111 49BL-1L (논현동),중소,인천지사,2020-10-15,1588-1519
493,2020-10-15,2020-10-15 ~ 2021-01-14,(주)샤프에스이,세탁원(다림질원),상용직,시급,"8,590",,무관,무관,무관,,    ,인천광역시 서구 건지로97번길 33-37 (주)샤프에스이 (석남동),중소,인천지사,2020-10-15,1588-1519
494,2020-10-15,2020-10-15 ~ 2020-12-30,농업사회법인 패시브바이오팜주식회사,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,"8,590",,무관,0년개월,무관,,    ,인천광역시 강화군 선원면 연동로 212-12 1층,중소,인천지사,2020-10-15,1588-1519
495,2020-10-15,2020-10-15 ~ 2020-11-30,(주)씨엠비광주방송,통신·방송 송출장비 기사,계약직,월급,"2,330,000",,무관,0년개월,무관,,    ,광주광역시 서구 상무중앙로104번길 13 (치평동 1211-2번지)   ㈜씨엠비광주방송 (치평동),중소,광주지역본부,2020-10-15,1588-1519
496,2020-10-15,2020-10-15 ~ 2020-11-30,광주제일고등학교,단체 급식 보조원,상용직,시급,"8,590",,무관,무관,무관,,    ,광주광역시 북구 독립로237번길 33 (누문동),"공사,공공",광주지역본부,2020-10-15,1588-1519
497,2020-10-15,2020-10-15 ~ 2020-10-29,한국환경정책평가연구원,사무 보조원(공공기관),계약직,일급,"36,500",,무관,무관,고졸,,    ,세종특별자치시 시청대로 370 세종국책연구단지 B동 8층 (반곡동),"공사,공공",대전지역본부,2020-10-15,1588-1519
